METID,Name,Mass,Height,RT,Area,Score,Ions,EXPID,td,to,te,fio,fik,pH,tg,Temp,Mod,F,pHs,pHo,alpha1,alpha2
143,Valsartan,435.227,1242956,22.418,7049143,96.55,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
25,Verapamil,454.2871,16081650,24.636,111353099,72.55,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
25,Verapamil,454.2831,10433937,18.409,68123541,93.82,6,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
11,Veratridine,673.3469,4935575,18.029,27678148,97.95,5,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
37,Warfarin,308.1051,2482265,21.635,16486115,98.57,6,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
212,Xipamide,354.043,190540,17.469,1311855,91.77,7,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
22,Xylometazoline,244.194,6972857,18.409,54409104,99.35,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
75,Yohimbine,354.1921,1963638,20.134,13899894,84.26,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
75,Yohimbine,354.1945,3488174,11.041,21045544,97.9,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
275,aprepitant,534.1499,799878,28.107,4143171,98.25,6,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
276,ezetimibe,409.1486,48033,23.538,245419,92.93,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
270,levofloxacin hemihydrate,361.1436,2287374,7.883,14233882,99.02,5,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
240,myo-Inositol,180.0644,86953,4.008,830633,74.87,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
5,nicotinamide,122.0477,343638,1.276,3184958,98.73,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
295,pantoprasole sodium,383.075,73853,17.245,484852,97.12,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
280,rifamycin SV sodium salt,697.3085,79102,22.351,560221,98.01,6,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
293,rivanolum,253.1216,3599405,14.02,23570374,98.42,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
281,spiramycin,842.5139,51127,15.207,473187,71.69,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
281,spiramycin,842.5135,292978,14.96,2343535,99.53,5,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
279,troleandomycin,813.4509,47571,22.53,319449,93.15,3,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
277,tylosin tartrate,915.5191,47894,22.105,285339,95.8,4,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
277,tylosin tartrate,915.5198,2258881,20.425,27077160,91.05,6,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
277,tylosin tartrate,915.5188,107102,19.82,1110701,96.88,7,81,2.1,0.552,0.04,0.05,0.8,3,30,35,MeOH,0.5,4.1,4.178003106,0.569104637,1.528478098
188,1-Benzylimidazole,158.0842,1564890,3.101,18909734,86.88,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
233,1-Methyl-L-histidine,169.0853,78934,0.539,278288,85.97,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
102,1-Methyladenosine,281.1127,535261,0.606,4072611,85.83,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
177,1p3-Diphenyl-2-propenone,208.0885,174859,40.972,3479685,86.34,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
231,1p7-Dimethylxanthine,180.0648,85510,1.543,812056,81.3,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
261,2-BFI hydrochloride,186.0793,1390971,4.892,14672634,98.5,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
192,2-Nitrobenzoic acid,167.0215,10208,0.963,46974,84.21,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
105,3-Hydroxybenzoic acid,138.0328,4219,32.533,63700,74.92,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
193,3-Nitrobenzoic acid,167.0215,10208,0.963,46974,84.21,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
267,3-methyluridine,258.0867,35943,0.829,173807,75,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
181,4-Hexylbenzoic acid,206.1298,24350,41.084,397487,76.68,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
135,AGN192403 hydrochloride,153.1515,547333,11.255,6379349,98.86,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
265,ARC 239 dihydrochloride,407.221,4222511,27.59,50923244,98.38,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
133,Acebutolol hydrochloride,336.2081,11618,12.349,120681,74.4,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
133,Acebutolol hydrochloride,336.205,3046880,11.657,23851461,98.36,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
286,Acenocoumarol,353.0898,479020,34.341,6056784,99.08,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
248,Acetazolamide,221.988,11383,2.168,141632,91.44,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
17,Acridine,179.0755,183743,12.707,2619529,70.07,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
138,Agmatine sulfate,130.1221,729094,0.539,2889583,87.22,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
125,Alprenolol hydrochloride,249.1729,1750586,21.526,21105018,98.64,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
53,Aminophenazone,231.1396,2426445,16.212,22800562,80.99,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
53,Aminophenazone,231.1372,3461195,5.45,34071845,97.96,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
132,Amiodarone hydrochloride,645.023,2921,85.134,4824,70.57,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
132,Amiodarone hydrochloride,645.0238,8968333,48.965,120050206,99.73,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
49,Amitriptyline,277.1831,2159104,30.38,25845501,98.85,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
131,Amlodipine besylate,408.1454,425677,31.126,3952667,99.16,8,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
175,Amoxicillin trihydrate,365.1029,73426,3.62,1484932,87.54,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
129,Antazoline phosphate,265.1581,3908105,21.013,47602380,98.87,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
24,Atropine,289.1684,959221,36.529,12494920,82.99,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
24,Atropine,289.1679,2390011,9.045,22582908,98.44,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
213,Azithromycin dihydrate,748.5093,4409171,19.338,33821809,98.06,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
263,BU 224 hydrochloride,197.0953,1480915,5.25,16251342,98.85,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
263,BU 224 hydrochloride,197.0952,1353733,4.758,14810650,98.67,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
136,BU 226 hydrochloride,197.0953,1480915,5.25,16251342,98.85,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
136,BU 226 hydrochloride,197.0952,1353733,4.758,14810650,98.67,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
9,Baclofen,213.0555,74124,3.642,715406,93.42,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
160,Benzydamine hydrochloride,309.1841,4982895,27.264,55245540,98.82,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
74,Betaxolol,307.215,1413614,21.012,15948263,98.12,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
163,Bifonazole,310.1471,2187036,36.529,28981291,99.23,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
171,Bisoprolol,325.2251,1464875,17.06,14005729,76.79,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
123,Bromhexine hydrochloride,373.9988,68614,34.341,743747,86.53,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
123,Bromhexine hydrochloride,373.9992,15128,30.121,152528,72.83,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
123,Bromhexine hydrochloride,373.9994,3116803,25.991,39652383,99.25,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
159,Bupropion hydrochloride,239.1078,2366827,15.408,31067613,97.98,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
184,Butylparaben,194.0939,363930,9.871,3740471,88.5,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
60,Caffeine,194.08,22525,0.606,87636,83.35,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
77,Candesartan,440.1593,280735,52.761,3600215,99.16,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
19,Carbamazepine,236.092,377675,24.942,5152240,72.91,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
19,Carbamazepine,236.0951,776654,23.356,9630250,98.41,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
19,Carbamazepine,236.095,2430963,16.212,23039760,98.33,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
57,Carvedilol,406.1898,2675045,28.514,29591766,98.1,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
147,Chloramphenicol,322.0125,24170,14.828,392315,71.44,7,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
253,Chlormidazole hydrochloride,256.0767,2110273,24.942,29125887,98.52,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
124,Chloropyramine hydrochloride,289.1346,5015306,26.346,61032358,98.63,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
130,Chloroquine diphosphate,319.1815,2201334,5.942,29940540,98.23,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
42,Chlorpheniramine,274.1234,1768569,19.695,18092630,98.12,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
46,Chlorpromazine,318.0958,4876720,32.399,55396707,98.29,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
47,Chlorprothixene,315.0851,3767526,33.046,42485716,98.23,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
202,Chlorsulfuron,357.0295,101086,20.99,1206478,98.26,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
173,Chlorthalidone,338.012,44232,15.207,462249,96.23,10,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
38,Cimetidine,252.116,999798,1.253,10334359,97.82,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
113,Cinnarizine,368.2252,7452798,40.876,96971586,99.37,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
107,Ciprofloxacin hydrochloride,331.1332,1191597,9.134,12380466,97.88,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
144,Clarithromycin,747.4767,115649,33.426,1096817,99.8,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
144,Clarithromycin,747.4777,10049338,30.3,96606567,98.64,7,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
36,Clomipramine,314.1552,3845152,34.006,45572719,98.36,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
54,Clonidine,229.0172,2187508,3.024,25643283,99.16,7,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
79,Clopidogrel,321.0592,2845927,46.33,54188879,98.26,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
79,Clopidogrel,321.0594,13757,1.164,131394,79.03,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
216,Creatinine,113.0594,411846,0.583,1407647,86.75,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
245,D-Pantothenic acid hemicalcium salt,219.1103,55721,0.918,260202,85.13,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
152,D-Penicillamine,149.0515,143540,23.423,1759292,70.18,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
157,Detomidine hydrochloride monohydrate,186.1157,2431289,13.376,27373372,86.46,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
157,Detomidine hydrochloride monohydrate,186.1157,3049174,10.407,31230613,86.56,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
139,Dexmedetomidine hydrochloride,200.1304,13505,20.9,248992,73.7,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
139,Dexmedetomidine hydrochloride,200.1313,2368052,17.306,26820946,98.13,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
90,Diclofenac potassium,332.9724,16478,39.722,266022,95.99,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
72,Dilevalol,328.1788,669544,18.98,8962405,98.85,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
50,Diltiazem hydrochloride,414.1634,292386,38.427,3653837,87.71,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
50,Diltiazem hydrochloride,414.1613,8347059,26.281,86649613,98.9,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
51,Diphenhydramine,255.1625,2032158,23.446,24588413,98.6,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
91,Disopyramide phosphate,339.231,6084350,14.783,57790780,99,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
89,Doxazosin dobesilate,451.1856,4506285,23.624,44055380,99.02,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
23,Doxepin,279.1623,3409829,25.053,45401962,98.37,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
183,Doxycycline hyclate,444.153,30189,15.23,296740,99.13,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
183,Doxycycline hyclate,444.1526,114891,14.024,1240829,98.65,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
189,Enalaprilat,348.1679,40631,3.441,1034510,81.32,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
109,Erythromycin,733.4605,39966,25.053,786542,96.73,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
109,Erythromycin,733.4615,30089,22.575,291785,96.43,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
70,Esmolol,295.1786,1460568,14.627,13595319,97.93,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
197,Ethirimol,209.1497,2442823,14.47,26082268,86.49,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
197,Ethirimol,209.1522,3487964,5.45,35768675,79.74,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
166,Ethylparaben,166.0631,15820,18.824,200234,86.99,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
166,Ethylparaben,166.0631,33073,1.03,215392,87.1,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
64,Famotidine,337.0455,27206,21.012,317622,80.92,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
64,Famotidine,337.0446,322619,1.164,2862111,99.21,8,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
4,Fenbufen,254.0942,168841,30.3,2334413,93.38,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
199,Fluconazole,306.1035,673067,32.667,9665726,90.49,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
199,Fluconazole,306.1037,370572,10.809,3377608,98.03,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
196,Flumequine,261.0802,1670545,21.86,23433282,98.29,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
153,Flunarizine dihydrochloride,404.2064,5732577,43.048,72088985,98.62,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
287,Fluocinolone acetonide,452.2009,1104632,29.572,11685726,99.4,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
262,Flupirtine maleate,304.1334,1017807,20.476,11477925,98.53,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
200,Fomesafen,437.9897,73172,34.609,934823,93.31,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
154,Gemfibrozil,250.1571,4782551,11.59,43330923,98.39,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
151,Gliclazide,323.1303,680570,32.667,9786464,98.09,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
7,Glucose,180.0647,85010,1.543,794020,77.18,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
215,Glutamic acid,147.0554,60916,0.829,208640,75.51,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
116,Haloperidol,375.1403,5238251,25.924,59591288,98.73,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
217,Hippuric acid,179.0584,30750,2.034,248983,72.6,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
80,Hydrochlorothiazide,296.9624,8348,23.915,136756,71.07,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
140,Hydrocortisone,362.2084,212399,21.704,2070942,96.95,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
127,Hydroxyzine dihydrochloride,374.1762,5460187,30.121,58773675,98.57,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
61,Ibuprofen,206.1298,24350,41.084,397487,76.68,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
204,Imidacloprid,255.0522,207846,9.559,2066639,95.49,7,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
32,Imipramine hydrochloride,280.194,4219029,29.094,52571128,98.24,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
108,Indapamide,365.0599,312150,23.602,4835049,99.48,7,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
223,Indole-3-lactic acid,205.075,20412,7.058,201421,82.43,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
149,Indomethacin,357.0766,99511,40.012,1234832,99.33,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
67,Indoramin,347.2,2523738,18.958,25581061,97.31,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
288,Irbesartan,428.2336,15458,80.691,430321,73.21,2,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
288,Irbesartan,428.2325,3492687,32.845,40261780,98.93,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
146,Ketoprofen,254.0942,168841,30.3,2334413,93.38,5,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
225,L-Valine,117.0798,33090,0.583,142452,73.32,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
134,Labetalol hydrochloride,328.1788,669544,18.98,8962405,98.85,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
119,Lidocaine hydrochloride,234.1733,1472099,7.214,14846203,98.65,4,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
126,Lisinopril dihydrate,405.2267,52581,2.034,582857,98.24,3,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
114,Loratadine,382.145,3329611,41.754,49980438,98.22,6,78,2.1,0.552,0.04,0.05,0.8,3,90,25,ACN,0.5,4.1,4.172955446,0.345602442,2.301831423
